10,100,500
593.6300000012125,2049.620000000232,14014.674999999897
549.6249999996508,2110.3650000000016,8343.084999999974
568.730000000869,2193.459999999959,8417.02500000019
540.4049999997369,2045.4100000001745,8283.830000000307
483.0600000004779,1908.2950000001802,8796.335
312.7199999998993,2096.0549999999785,8637.130000000077
322.3950000010518,2015.2050000001545,9083.489999999976
349.31999999935215,2157.2550000000774,8054.9449999998615
366.2499999991269,1800.9999999999345,8150.61500000002
390.69500000005064,2314.8199999995995,8050.395000000208
458.6600000002363,2006.5600000002596,8273.744999999966
504.4049999996787,2131.385000000133,8261.379999999917
445.57999999960884,1945.3249999996915,8585.590000000142
390.7450000006065,1786.2350000000297,7772.590000000026
381.5100000010716,1807.4249999999593,9420.660000000207
315.51999999828695,2301.689999999784,8182.919999999751
327.18500000009954,1845.784999999989,7837.254999999917
313.75999999909254,1850.4000000002561,8227.969999999914
391.1850000004051,1760.3199999998615,8775.819999999832
330.16499999939697,3457.08999999988,8087.324999999953
336.0949999987497,1736.8550000000978,8094.834999999875
365.7750000001979,1880.795000000042,7814.345000000234
335.1449999991164,1790.8250000000407,8468.33999999988
338.5500000003958,1903.104999999865,8829.714999999851
372.7150000013353,1900.775000000067,9932.290000000212
386.52499999990687,1779.770000000106,8333.720000000088
594.7649999998248,1891.6150000000052,7952.044999999984
525.6599999993341,1816.6949999999779,7950.020000000193
550.7300000008399,1782.9450000003853,8414.060000000056
520.2050000007148,1799.529999999795,7874.659999999974
